"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"IC02_01"	"ZB01_CP"	"ZB01x01"	"ZB01x02"	"ZB01x03"	"ZB01x04"	"ZB01x05"	"ZB01x06"	"ZB01x07"	"ZB01x08"	"ZB01x09"	"ZB01x10"	"BE01_01"	"BE02_01"	"BE03_01"	"BE04_01"	"BE05_01"	"BE06_01"	"BE07_01"	"BE08_01"	"BE09_01"	"BE10_01"	"BE11_01"	"BE12_01"	"BE13_01"	"BE14_01"	"BE15_01"	"BE16_01"	"BE17_01"	"BE18_01"	"BE19_01"	"BE20_01"	"BE21_01"	"BE22_01"	"BE23_01"	"BE24_01"	"BE25_01"	"BE26_01"	"BE27_01"	"BE28_01"	"BE29_01"	"BE30_01"	"BE31_01"	"BE32_01"	"BE33_01"	"BE34_01"	"BE35_01"	"BE36_01"	"BE37_01"	"BE38_01"	"BE39_01"	"BE40_01"	"BE41_01"	"BE42_01"	"BE43_01"	"BE44_01"	"BE45_01"	"BE46_01"	"BE47_01"	"BE48_01"	"BE49_01"	"BE50_01"	"BE51_01"	"BE52_01"	"BE53_01"	"BE54_01"	"BE55_01"	"BE56_01"	"BE57_01"	"BE58_01"	"BE59_01"	"BE60_01"	"BE61_01"	"BE62_01"	"BE63_01"	"BE64_01"	"BE65_01"	"BE66_01"	"BE67_01"	"BE68_01"	"BE69_01"	"BE70_01"	"BE71_01"	"BE72_01"	"BE73_01"	"BE74_01"	"BE75_01"	"BE76_01"	"ER01_01"	"ER02_01"	"ER03_01"	"ER04_01"	"ER05_01"	"ER06_01"	"ER07_01"	"ER08_01"	"ER09_01"	"ER10_01"	"ER11_01"	"ER12_01"	"ER13_01"	"ER14_01"	"ER15_01"	"ER16_01"	"ER17_01"	"ER18_01"	"ER19_01"	"ER20_01"	"ER21_01"	"ER22_01"	"ER23_01"	"ER24_01"	"ER25_01"	"ER26_01"	"ER27_01"	"ER28_01"	"ER29_01"	"ER30_01"	"ER31_01"	"ER32_01"	"ER33_01"	"ER34_01"	"ER35_01"	"ER36_01"	"ER37_01"	"ER38_01"	"ER39_01"	"ER40_01"	"ER41_01"	"ER42_01"	"ER43_01"	"ER44_01"	"ER45_01"	"ER46_01"	"ER47_01"	"ER48_01"	"ER49_01"	"ER50_01"	"ER51_01"	"ER52_01"	"ER53_01"	"ER54_01"	"ER55_01"	"ER56_01"	"ER57_01"	"ER58_01"	"ER59_01"	"ER60_01"	"ER61_01"	"ER62_01"	"ER63_01"	"ER64_01"	"ER65_01"	"ER66_01"	"ER67_01"	"ER68_01"	"ER69_01"	"ER70_01"	"ER71_01"	"ER72_01"	"ER73_01"	"ER74_01"	"ER75_01"	"ER76_01"	"GB01_01"	"GB02_01"	"GB03_01"	"GB04_01"	"GB05_01"	"GB06_01"	"GB07_01"	"GB08_01"	"GB09_01"	"GB10_01"	"GB11_01"	"GB12_01"	"GB13_01"	"GB14_01"	"GB15_01"	"GB16_01"	"GB17_01"	"GB18_01"	"GB19_01"	"GB20_01"	"GB21_01"	"GB22_01"	"GB23_01"	"GB24_01"	"GB25_01"	"GB26_01"	"GB27_01"	"GB28_01"	"GB29_01"	"GB30_01"	"GB31_01"	"GB32_01"	"GB33_01"	"GB34_01"	"GB35_01"	"GB36_01"	"GB37_01"	"GB38_01"	"GB39_01"	"GB40_01"	"GB41_01"	"GB42_01"	"GB43_01"	"GB44_01"	"GB45_01"	"GB46_01"	"GB47_01"	"GB48_01"	"GB49_01"	"GB50_01"	"GB51_01"	"GB52_01"	"GB53_01"	"GB54_01"	"GB55_01"	"GB56_01"	"GB57_01"	"GB58_01"	"GB59_01"	"GB60_01"	"GB61_01"	"GB62_01"	"GB63_01"	"GB64_01"	"GB65_01"	"GB66_01"	"GB67_01"	"GB68_01"	"GB69_01"	"GB70_01"	"GB71_01"	"GB72_01"	"GB73_01"	"GB74_01"	"GB75_01"	"GB76_01"	"GO01_01"	"GO02_01"	"GO03_01"	"GO04_01"	"GO05_01"	"GO06_01"	"GO07_01"	"GO08_01"	"GO09_01"	"GO10_01"	"GO11_01"	"GO12_01"	"GO13_01"	"GO14_01"	"GO15_01"	"GO16_01"	"GO17_01"	"GO18_01"	"GO19_01"	"GO20_01"	"GO21_01"	"GO22_01"	"GO23_01"	"GO24_01"	"GO25_01"	"GO26_01"	"GO27_01"	"GO28_01"	"GO29_01"	"GO30_01"	"GO31_01"	"GO32_01"	"GO33_01"	"GO34_01"	"GO35_01"	"GO36_01"	"GO37_01"	"GO38_01"	"GO39_01"	"GO40_01"	"GO41_01"	"GO42_01"	"GO43_01"	"GO44_01"	"GO45_01"	"GO46_01"	"GO47_01"	"GO48_01"	"GO49_01"	"GO50_01"	"GO51_01"	"GO52_01"	"GO53_01"	"GO54_01"	"GO55_01"	"GO56_01"	"GO57_01"	"GO58_01"	"GO59_01"	"GO60_01"	"GO61_01"	"GO62_01"	"GO63_01"	"GO64_01"	"GO65_01"	"GO66_01"	"GO67_01"	"GO68_01"	"GO69_01"	"GO70_01"	"GO71_01"	"GO72_01"	"GO73_01"	"GO74_01"	"GO75_01"	"GO76_01"	"PI01_01"	"PI02_01"	"PI03_01"	"PI04_01"	"PI05_01"	"PI06_01"	"PI07_01"	"PI08_01"	"PI09_01"	"PI10_01"	"PI11_01"	"PI12_01"	"PI13_01"	"PI14_01"	"PI15_01"	"PI16_01"	"PI17_01"	"PI18_01"	"PI19_01"	"PI20_01"	"PI21_01"	"PI22_01"	"PI23_01"	"PI24_01"	"PI25_01"	"PI26_01"	"PI27_01"	"PI28_01"	"PI29_01"	"PI30_01"	"PI31_01"	"PI32_01"	"PI33_01"	"PI34_01"	"PI35_01"	"PI36_01"	"PI37_01"	"PI38_01"	"PI39_01"	"PI40_01"	"PI41_01"	"PI42_01"	"PI43_01"	"PI44_01"	"PI45_01"	"PI46_01"	"PI47_01"	"PI48_01"	"PI49_01"	"PI50_01"	"PI51_01"	"PI52_01"	"PI53_01"	"PI54_01"	"PI55_01"	"PI56_01"	"PI57_01"	"PI58_01"	"PI59_01"	"PI60_01"	"PI61_01"	"PI62_01"	"PI63_01"	"PI64_01"	"PI65_01"	"PI66_01"	"PI67_01"	"PI68_01"	"PI69_01"	"PI70_01"	"PI71_01"	"PI72_01"	"PI73_01"	"PI74_01"	"PI75_01"	"PI76_01"	"DI01_01"	"DI02_01"	"DI03_01"	"DI04_01"	"DI05_01"	"DI06_01"	"DI07_01"	"DI08_01"	"DI09_01"	"DI10_01"	"DI11_01"	"DI12_01"	"DI13_01"	"DI14_01"	"DI15_01"	"DI16_01"	"DI17_01"	"DI18_01"	"DI19_01"	"DI20_01"	"DI21_01"	"DI22_01"	"DI23_01"	"DI24_01"	"DI25_01"	"DI26_01"	"DI27_01"	"DI28_01"	"DI29_01"	"DI30_01"	"DI31_01"	"DI32_01"	"DI33_01"	"DI34_01"	"DI35_01"	"DI36_01"	"DI37_01"	"DI38_01"	"DI39_01"	"DI40_01"	"DI41_01"	"DI42_01"	"DI43_01"	"DI44_01"	"DI45_01"	"DI46_01"	"DI47_01"	"DI48_01"	"DI49_01"	"DI50_01"	"DI51_01"	"DI52_01"	"DI53_01"	"DI54_01"	"DI55_01"	"DI56_01"	"DI57_01"	"DI58_01"	"DI59_01"	"DI60_01"	"DI61_01"	"DI62_01"	"DI63_01"	"DI64_01"	"DI65_01"	"DI66_01"	"DI67_01"	"DI68_01"	"DI69_01"	"DI70_01"	"DI71_01"	"DI72_01"	"DI73_01"	"DI74_01"	"DI75_01"	"DI76_01"	"BA01_01"	"BA02_01"	"BA03_01"	"BA04_01"	"BA05_01"	"BA06_01"	"BA07_01"	"BA08_01"	"BA09_01"	"BA10_01"	"BA11_01"	"BA12_01"	"BA13_01"	"BA14_01"	"BA15_01"	"BA16_01"	"BA17_01"	"BA18_01"	"BA19_01"	"BA20_01"	"BA21_01"	"BA22_01"	"BA23_01"	"BA24_01"	"BA25_01"	"BA26_01"	"BA27_01"	"BA28_01"	"BA29_01"	"BA30_01"	"BA31_01"	"BA32_01"	"BA33_01"	"BA34_01"	"BA35_01"	"BA36_01"	"BA37_01"	"BA38_01"	"BA39_01"	"BA40_01"	"BA41_01"	"BA42_01"	"BA43_01"	"BA44_01"	"BA45_01"	"BA46_01"	"BA47_01"	"BA48_01"	"BA49_01"	"BA50_01"	"BA51_01"	"BA52_01"	"BA53_01"	"BA54_01"	"BA55_01"	"BA56_01"	"BA57_01"	"BA58_01"	"BA59_01"	"BA60_01"	"BA61_01"	"BA62_01"	"BA63_01"	"BA64_01"	"BA65_01"	"BA66_01"	"BA67_01"	"BA68_01"	"BA69_01"	"BA70_01"	"BA71_01"	"BA72_01"	"BA73_01"	"BA74_01"	"BA75_01"	"BA76_01"	"SC01_01"	"SC02_01"	"SC03_01"	"DF01_01"	"DF02"	"DF04"	"DF04_04"	"DF05"	"DF05_02"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
339			"base"	"interview"	2018-04-23 19:04:29	4	9	62	39	26	46	35	53	15	61	9	20									"Die Person sitzt auf dem Boden und winkt dem Auto zu."						"2 Personen abgebildet. Die eine hat Messer o.Ä. in der Hand und steht dem anderen Gegenüber. Die andere versucht sich zu verteidigen."					"Die Person stolpert und fällt vor dem Bus."						"Die Person sitzt auf dem Boden und winkt seiner Fahrrad zu. Es ist unklar ob er vom Fahrrad runtergefallen ist, oder nicht."									"Die Kerzen fallen auf die Person."				"Die Person fällt vom Leiter."							"Die eine Person liegt schwach und der andere schaut ihm oben drüber mit einer Stock in der Hand. Sieht so aus, als ob die stehende Person der auf dem Boden liegenden Person Gewalt ausüben würde."							"Die Person flüchtet vor einer Spinne."								"Die Person liegt auf dem Boden, hatte wahrscheinlich einen Autounfall. Er blutet."	"Die Person ist hingefallen, umgestürzt."																							3						7					6						3									7				7							5							7								6	5																							3						6					4						1									1				4							5							5								6	3																							5						7					7						4									7				7							7							7								7	5																							1						1					7						6									1				1							2							1								1	6																							3						7					7						5									7				7							6							6								7	5																							1						1					1						1									1				1							1							1								1	1																"Nein"	"Vlt. möchte man untersuchen, was Menschen als Notfall bzw. Gefahr empfinden und wann Sie sich dem Gegenüber/ Betroffenen verantwortlich fühlen."	21	1	2		1		5	13	12	633	119	11	24	817		2018-04-23 19:18:06	T	F	7	7	1	1	1.08	9
340			"base"	"interview"	2018-04-23 19:06:07	4	9	38	57	45	7	66	54	24	67	73	51							"Man sieht eine Auto und eine Person davor, vermutlich ist das Auto kaputt und die Person ist ratlos, weil sie nicht weiter fahren kann. Vermutlich ist sie auch traurig."																	"Eine Person ist vom Fahrrad gefallen und hat sich verletzt."														"Eine Person tritt mit dem Fuß auf einen Coputer am Boden, und eine andere Person kommt, oder steht daneben und ist verzweifelt darüber."							"Eine Person steht mit erhobenem Stock da  (oder Zeigestab), und eine andere Person liegt davor, als ob sie hingefallen, und oder geschlagen wurde."						"Eine Perosn erschrickt sich vor einer Spinne oder versucht die Spinne zu entfernen."			"Eine Person rennt vor einer Spinne weg."			"Eine Person steht auf einem Stuhl und der Stuhl scheint nach hinten umkippen, so dass die Person droht rückwärts zu fallen."									"Eine Person stolpert und lässt dabei eine Teekanne fallen."	"Eine Person liegt und isst einen Apfel/ hält einen Apfel in der Hand."						"Eine Person betet vor einem Korb mit etwas darin."										2																	3														2							3						1			6			5									6	2						1										1																	2														1							2						4			7			2									1	2						1										4																	5														2							7						4			5			7									4	4						1										6																	5														6							3						7			6			2									2	7						7										4																	6														4							7						1			1			6									4	3						1										5																	5														2							3						6			6			2									2	6						7					"Nein"	"Keine Ahnung"	19	1	2		1		14	14	14	872	27	16	77	1034		2018-04-23 19:23:22	T	F	7	7	1	1	1	15
341			"base"	"interview"	2018-04-23 19:12:00	4	9	22	65	27	58	16	17	8	33	47	6						"Es scheint eine Panne gegeben zu haben."		"Ein Strichmännchen scheint sich verletzt zu haben und versucht Hilfe zu rufen."								"Zwei Strichmännchen stehen an einer Haltestelle und scheinen einen Konflikt zu haben."	"Ein Strichmännchen duckt sich vor einer Kiste."					"Ein Tier (Hirsch) und ein Strichmännchen, welches Angst zu haben scheint."					"Ein Strichmännchen sitzt neben einem Farrad und könnte beim ersten Hinsehen einen Unfall haben."						"Ein Strichmännchen verliert etwas."														"Ein Strichmännchen wurde von einem anderen anscheinend angeschossen."											"Ein Strichmännchen stürzt eine Treppe herunter."							"Ein Strichmännchen liegt in einer Lache."																	5		5								4	3					3					3						5														6											5							2																	3		2								2	2					4					2						2														3											2							2																	3		5								4	5					5					3						2														5											5							3																	5		4								5	5					6					6						4														3											4							6																	4		4								3	3					2					3						3														4											2							2																	2		2								2	2					2					2						2														2											2							2												"nein"	"nein"	"vllt. Hilfeverhalten"	21	1	2		1		7	8	9	507	21	10	18	580		2018-04-23 19:21:40	T	F	7	7	0	0	1.56	35
342			"base"	"interview"	2018-04-23 19:17:31	4	9	32	28	1	14	55	13	41	29	42	52	"Eine Person hat eine andere Person mit einem Gewehr erschossen oder angeschossen "												"Eine Person versucht eine andere Person mit einem Schläger zu schlagen "	"Eine Person versucht eine andere Person mit einem Schläger zu schlagen. "														"Eine Person ist von ihrem Fahrrad gefallen und liegt verletzt auf der Straße "	"Eine Person ist von ihrem Fahrrad gefallen "			"Kisten fallen auf eine Person herab "									"Eine Person liegt auf dem Boden, die andere kommt auf sie zu "	"Eine Person liegt blutend auf dem Boden "										"Eine Person wehrt sich vor einer Spinne"			"Eine Person ist kurz davor, von ihrem Stuhl zu fallen, da dieser kippt "																						7												4	4														7	7			7									3	7										7			7																						7												4	4														1	1			1									1	1										1			1																						7												4	4														7	4			7									4	7										4			7																						1												4	4														1	4			1									6	1										7			4																						7												5	4														7	7			1									1	7										1			4																						1												1	1														4	1			1									1	1										1			1																						"nein "	"nein "	"welche Bilder werden wie gedeutet und welche Gefühle lösen sie beim Betrachter aus "	21	1	2		1		15	6	3	297	33	10	143	397		2018-04-23 19:25:58	T	F	7	7	0	0	1.57	44
344			"base"	"interview"	2018-04-23 20:03:09	4	9	68	4	3	71	69	2	23	74	72	30		"Jmd wird von einer Person erschossen "	"Die Person ist betrübt und andere fahren einfach an ihr vorbei und ignorieren sie "	"Einen Auto Unfall und einen Brand "																			"Jmd fällt vom Fahrrad"							"Die Person fürchtet sich vor dem Feuer "																																						"Eine Person sitzt betrübt auf dem Boden "	"Person sitzt betrübt auf dem Boden "		"Die Person grüßt jmd "	"Die Person hat Angst zu spät zu kommen "		"2 Personen unterhalten sich angeregt "				6	3	3																			7							6																																						5	5		4	6		2				7	3	7																			1							7																																						2	2		1	1		1				7	3	6																			7							7																																						5	5		1	6		1				1	5	1																			1							2																																						6	6		1	7		7				3	5	3																			6							5																																						6	6		1	2		2				5	2	3																			1							1																																						2	2		1	1		5			"Manche Bilder hatten für mich nichts bedrohlicher Situation zu tun.. deshalb konnte man schlecht die Fragen beantworten"	"Nein"	"Vielleicht wie man kritische Themen die man als normaler Mensch eigentlich ignoriert und sich nicht verantwortlich fühlt anders darstellen kann damit man sich dafür verantwortlich fühlt und sich für betroffene einsetzt"	19	1	2		1		9	14	11	386	86	11	25	542		2018-04-23 20:12:11	T	F	7	7	0	0	1.09	7
345			"base"	"interview"	2018-04-23 20:11:56	4	10	52	4	18	43	20	61	71	69	38	42				"Eine Person liegt unter einem Auto. Drumherum brennt es. Wahrscheinlich hatte die Person einen Autounfall."														"Eine Person stolpert mit Kisten in der Hand."		"Eine Person stolpert und fällt vor einen fahrenden Bus "																		"die Person links tritt aus Versehen auf den Laptop der rechten Person."				"Eine betrunkene Person liegt am Boden und hat sich eingenässt."	"die Person rechts im Bild hat die Person links im Bild mit einem Messer niedergestochen."									"Eine Person erschreckt sich (bzw. hat Angst) vor einer Spinne "									"Eine Person liegt blutend vor dem Auto. Wahrscheinlich ein Autounfall"								"eine person sitzt am Boden. Vielleicht hat sie sich verletzt."		"Die Person hat sich das Bein verletzt uns ruft um Hilfe "									5														6		6																		5				5	6									7									2								3		5									6														2		4																		1				6	7									5									3								1		2									7														3		7																		3				5	7									6									6								4		5									2														6		2																		4				4	1									3									3								7		4									7														3		6																		2				3	6									2									6								2		6									2														1		1																		1				2	2									1									2								5		2						"nein "	"nein"	"evtl: bei Bilden, die nicht eindeutig als Notfall erkannt werden ist die Angst sich beim Eingreifen zu blamieren größer..."	20	1	2		1		518	8	14	534	112	10	78	765		2018-04-23 20:33:10	T	F	7	7	0	0	0.78	3
346			"base"	"interview"	2018-04-23 20:19:58	4	9	34	40	19	59	37	25	50	70	63	75																			"Eine Person stolpert über einen Gegenstand "						"Eine Person sitzt neben dem Fahrrad und scheint verletzt zu sein oder sie macht Pause. "									"Eine Person, der ihr Portmonee herunter gefallen ist oder eine Person, die ein anderes Portmonee aufheben möchte "			"Eine Person trägt aufeinander gestapelte Kisten, die runterfallen könnten. Weiterhin sieht die Person auch nichts. "			"Eine Person liegt am Boden und blutet, die andere könnte sie verletzt haben "										"Die Person fällt von einem Schrank rückwärts herunter. "									"Eine Person fällt die Treppe herunter, da sie davor auf etwas draufgetreten ist. "				"Eine Person liegt am Boden und blutet sehr stark. "							"Die Person sitzt am Boden hält sich das Bein und blutet. "					"Eine Person steht hinter einem Auto und hält sich an dessen Kofferraum fest. "																				7						7									4			7			6										7									7				7							7					7																				1						1									2			1			4										1									1				4							1					1																				6						5									5			5			7										7									7				7							4					4																				3						7									4			2			4										1									2				2							3					6																				5						4									1			6			7										7									7				7							6					4																				1						1									4			1			1										1									1				1							1					1		"Die Situationen waren nicht immer eindeutig einer Handlung bzw. einem Geschehnis zu zuordnen. "	"Nein."	"Herauszufinden, wie verschieden eine gewisse Situation von unterschiedlichen Personen gesehen werden kann und eventuell die Empathie zu erfahren. "	19	2	2		1		6	4	2	727	131	10	23	903		2018-04-23 20:35:01	T	F	7	7	0	0	1.55	53
349			"base"	"interview"	2018-04-23 20:26:48	4	10	37	46	64	60	54	50	51	67	55	2		"EIne liegende Person und eine Person mit einer Waffe."																																			"Eine Person, die drei Kisten trägt und scheinbar einige Schwieigkeiten dabei hat."									"Eine Person die am Boden liegt und eine andere Person, die etwas in der Hand haltend, daneben steht."				"EIne Kommode auf der eine Person steht."	"Eine Person und eine Spinne."			"Eine laufende Person und eine Spinne."	"Eine Person mit wackelndem Stuhl."					"Ein Auto und eine liegende Person davor."				"Eine liegende Person."			"EIne Person mit einem Apfel."											3																																			7									3				2	1			2	4					2				1			2											7																																			1									4				1	2			2	1					4				1			1											7																																			3									6				6	4			4	6					5				4			2											2																																			5									4				6	7			7	5					6				7			7											6																																			6									5				4	4			4	5					5				5			2											1																																			5									1				2	3			3	1					1				1			1										"Keines der Bilder ließ sich eindeutig einer Situation zuordnen, da es immer andere interpretations Möglichkeiten gab."	"Nein."	"Keine Ahnung."	20	2	2		1		35	12	27	694	154	16	41	979		2018-04-23 20:43:07	T	F	7	7	0	0	0.63	0
350			"base"	"interview"	2018-04-23 20:40:34	4	10	32	65	27	15	36	25	63	39	33	74															"Einer bedroht den anderen mit einem Schwert oder Messer."										"Fahrradunfall"		"Fahrradunfall"					"ein Strichmännchen wird von einer Kiste erschlagen "	"Einem Männchen fallen Bücher und Stifte runter "			"Männchen beim Kisten schleppen"			"Ein Männchen fällt von der Leiter"																								"Männchen blutet an Bein und Kopf"		"Ein Strichmännchen blutet am Kopf "									"zwei Männchen streiten sich an der Bushaltestelle"																	6										7		7					6	7			6			7																								7		7									7																	5										1		1					1	1			1			3																								2		1									2																	7										5		5					7	1			1			7																								7		7									7																	1										3		2					4	7			6			1																								1		1									7																	5										6		7					5	6			5			7																								5		7									4																	3										1		1					2	1			1			1																								2		1									7			"Nein"	"Nein"	"Das einschätzen von Gefahrensituationen "	21	1	2		1		25	10	12	439	35	9	31	561		2018-04-23 20:49:56	T	F	7	7	0	0	1.19	15
351			"base"	"interview"	2018-04-23 20:41:50	4	10	49	41	53	70	76	23	47	12	10	6						"Jemand braucht Hilfe, weil sein Auto kaputt ist. "				"Das gleiche. Hier aber brutaler."		"Jemand wird von eine Person mit Waffe angegriffen. "											"Mensch fällt vom Fahrrad runter. "																		"Jemand liegt auf dem Boden und eine andere Person bietet ihre Hilfe an. "						"Jemamd wurde erschoßen. "		"Mensch fällt vom Tisch runter. "				"Mensch wird von eine Spinne angegriffen. "																	"Mench ruft nach Hilfe."						"Mensch versucht sein Auto zu bewegen. "						7				7		7											7																		5						6		2				6																	5						6						1				1		1											1																		1						1		1				7																	1						1						1				7		7											5																		1						7		5				6																	1						4						2				1		1											4																		4						1		4				4																	5						5						7				3		5											4																		1						4		1				1																	7						7						1				1		1											1																		1						1		1				1																	1						1	"Nein. "	"Nein. "	"Keine Ahnung. "	20	1	2		1		5	10	8	831	91	25	44	1001		2018-04-23 20:58:44	T	F	7	7	0	0	1.01	9
352			"base"	"interview"	2018-04-23 21:02:06	4	10	59	3	73	44	9	40	16	34	66	13			"Ein Auto fährt an einer Person vorbei, die verletzt oder betrübt (weil Kopf gesenkt) auf dem Boden sitzt."						"Ein Auto fährt an einer Person vorbei, die am Boden sitzt und eine Hand hebt. Entweder um zu winken oder um hilfesuchend auf sich aufmerksam zu machen "				"Die eine Person bedroht die andere mit einem Schläger. Die bedrohte Person hebt abwehrend die Arme."			"Zwei Personen sind zu erkennen, die auf einer Bank sitzen und in körperlichen Kontakt stehen."																		"Eine Person liegt am Boden, daneben viele Münzen und Geldscheine."						"Zwei Personen sind zu erkennen. Die eine steht neben der anderen liegenden Person, die in einer Lache liegt, wahrscheinlich verletzt."				"Hier handelt es sich um eine körperliche Auseinandersetzung zwischen zwei Personen. Die eine ist der anderen durch einen Gegenstand in der Hand überlegen und die andere Person liegt, möglicherweise verletzt, am Boden."															"Ich sehe eine Person, die über einen Gegenstand auf der Treppe stolpert und hinfällt."							"Eine Person stolpert und lässt einen Gegenstand, den sie getragen hat, fallen."							"Eine Person kniet bettelnd am Boden und hat eine Schale mit Münzen vor sich, in die Passanten etwas reinwerfen sollen."						4						4				6			3																		2						5				5															6							7							6						1						1				3			3																		3						1				1															1							1							1						4						4				7			4																		4						6				6															7							6							4						5						7				2			5																		6						3				6															2							2							6						3						2				4			5																		3						3				2															3							4							2						2						2				4			4																		4						2				3															1							2							2				"Es ging immer um brenzlige Situationen im Alltag, in denen eine Person evtl. gefährdet ist oder bedroht wird. "	"Ja"	"Herauszufinden, inwiefern man sich für eine bedrohliche Situation anderer verantwortlich fühlt."	21	1	2		1		5	6	3	450	52	11	10	537		2018-04-23 21:11:03	T	F	7	7	0	0	1.9	54
353			"base"	"interview"	2018-04-23 21:02:40	4	10	24	1	57	48	56	58	19	11	28	45	"ein Mensch schießt mit einem Maschinengewehr, eine andere Person liegt davor auf dem Boden"										"eine Person hält einen länglichen Gegenstand (Stange, Messer) in Richtung einer anderen Person, die die Arme hebt"								"eine Person stößt mit dem Knie an eine Box und scheint nach vorne zu kippen"					"eine Person sitzt nach vorn gelehnt auf dem Boden, im Hintergrund steht ein Fahrrad"				"eine Person liegt auf dem Boden, im Hintergrund steht ein Fahrrad"																	"eine Person hält einen Stock/Schläger, eine andere liegt vor ihr auf dem Boden"			"eine Person zielt mit einer Pistole, eine andere Person liegt auf dem Boden vor ihr"								"eine Person sitzt auf einem nach hinten kippenden Stuhl, versucht sich scheinbar auszubalancieren"	"eine Person balanciert auf einem Stuhl und droht nach hinten zu kippen"	"eine Person fällt die letzten Stufen einer Treppe hinunter"																			6										6								6					4				5																	7			6								6	5	6																			7										7								1					1				1																	6			7								1	1	1																			7										7								6					5				6																	7			7								5	6	6																			2										1								4					6				3																	1			1								3	2	2																			2										3								7					5				7																	3			2								7	7	7																			1										1								1					2				1																	1			1								1	1	1																			"-"	"ja"	"wie verändert sich die Bereitschaft Hilfe zu zeigen in Abhängigkeit von der Situation bzw. der Gefahr für die eigene Person"	20	1	2		1		32	16	27	635	77	10	55	852		2018-04-23 21:16:53	T	F	7	7	0	0	0.73	2
354			"base"	"interview"	2018-04-23 21:41:36	4	10	68	14	30	21	62	5	7	72	31	29					"eine Person schiebt ein Auto"		"eine Person sitzt abseits eines Autos auf dem Boden"							"ein Bewaffneter greift einen anderen unbewaffneten Menschen an"							"ein am Boden liegender Mensch ist am Bein verletzt"								"eine Person liegt abseits eines Fahrrads auf dem Boden"	"ein Mensch wird von Feuer bedroht"	"eine Person kommt mit einer giftigen Flüssigkeit in Kontakt"																															"ein Mensch fällt gerade hin"						"ein einsamer, trauriger Mensch"				"eine Person sieht erschreckt auf die Uhr"									7		5							7							7								4	3	7																															1						7				7									1		1							3							1								1	4	6																															1						1				1									2		4							7							6								5	6	7																															6						4				1									5		7							2							2								5	3	2																															6						7				7									4		1							4							7								5	2	5																															2						2				1									2		1							4							2								2	2	2																															2						3				1					"die Fragen waren immer gleich, nur das Bild hat sich verändert"	"nein"	"Herauszufinden, in welchen Situationen sich Menschen verpflichtet fühlen, zu helfen"	20	1	2		1		39	13	11	533	107	16	118	837		2018-04-23 21:55:33	T	F	7	7	0	0	0.7	1
355			"base"	"interview"	2018-04-23 21:54:19	4	10	75	8	35	26	22	17	5	58	11	76					"Strichmännchen schiebt Auto an "			"Strichmännchen und Auto "			"Mensch bedroht anderen mit Messer "						"Strichmännchen schrickt zusammen wegen einer auf ihn zu fliegenden Kiste "					"Tier greift Strichmännchen an "				"Strichmännchen und Fahrrad"									"Strichmännchen und Kronleuchter "																							"Strichmännchen fällt Treppe herunter "																	"Strichmännchen schiebt Auto an"	"Strichmännchen schiebt Auto an "					7			1			7						6					7				3									7																							7																	5	7					1			1			1						1					1				2									1																							1																	1	1					4			1			7						5					7				2									6																							7																	1	1					6			2			2						3					2				2									3																							2																	6	1					5			1			5						1					2				2									3																							1																	2	1					1			2			1						1					1				2									2																							1																	2	1	"Nur Strichmenschen "	"Nein"	"Überhaupt keine Vermutung oder Ahnung "	19	2	2		1		58	11	5	556	43	22	68	763		2018-04-23 22:07:02	T	F	7	7	0	0	1.05	17
359			"base"	"interview"	2018-04-23 22:25:16	4	11	46	6	9	60	66	40	14	50	36	55						"person bei auto"			"sitzende person auto im hintergrund"					"person mit schwert?"																						"person schleppt umzugskartons"				"person amboden, andere daneben"						"person mit schläger, person am boden"				"person auf schrank"					"umfallender stuhl"					"person liegt am boden auto im hintergrund"						"person lässt wunderlampe fallen?"																1			1					2																						6				4						5				1					5					3						1																1			1					1																						1				1						1				1					1					1						1																1			1					4																						4				5						5				5					5					5						1																7			7					3																						7				5						2				7					4					6						7																1			1					1																						1				1						1				2					1					1						1																7			4					4																						4				3						4				4					4					5						7											"die person mit der öllampe..."	"nein"	"testen welche gefahrensituatonen als solche erkannt werden. ähnliche bilder um festzustellen was die erkennung auslöst"	20	1	2		1		9	9	8	404	105	25	46	593		2018-04-23 22:35:22	T	F	7	7	0	0	0.99	7
